number,summary,milestone,assigned_to_name,assigned_to_id,status
951,New functionality for 'Delete' button on multi-file 'my files' page,Archived: Release 2.0 prototype,Jack Kittridge,bIiF-SXuOr4ydAacwqjQWU,Test
935,Ensure ZIP files work with most common clients,Archived: Release 2.0 prototype,Vegard Polden,aTWq58rMCr4ysmacwqjQXA,Test
900,document migration postgresql -> mysql as per arnes docs,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,New
385,Quota support [M],Suggested features,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Test
886,Summary tabel of file recipients and actual downloaders *after expiry*,Suggested features,,,New
641,PHP session management and multiple tabs/windows per browser,Release 1.5,,,Deferred
882,Implement session id in temp files with TeraSender,TeraSender: integrate terabyte challenge upload code improvements,,,New
883,Adapt error messages in upload code to using external upload module,TeraSender: integrate terabyte challenge upload code improvements,,,New
844,Upload progress calculation for encrypted files,end-to-end file encryption,,,New
654,Catch zero size chunk uploads,Release 1.5,,,Deferred
731,Email validity check logic when issuing voucher,Release 1.5,,,Deferred
710,Improvements to debian packaging,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
864,Filename errors from backend are not reported in the frontend UI,Release 1.5,,,New
860,Disable page selection button when on the specific page,Suggested features,,,New
854,Crypto: performance,end-to-end file encryption,,,New
847,Make disabling filesize check on back-end conditional on encryption,end-to-end file encryption,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Test
832,Link to voucher url in Guest Voucher table,Suggested features,,,New
833,Re-send Voucher button in Guest Voucher table,Suggested features,,,New
822,Errors after pausing authenticated upload followed by pausing upload using voucher,Release 1.5,,,Deferred
814,A normal Flash upload cancel generates E_ERROR (file NOT moved),Release 1.5,,,Deferred
763,Security audit: 2.6.2: Add an access check to the admin page,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
759,Security audit: 2.11.4: Set the secure flag on the session cookie using session_set_cookie_params().,Release 1.5,,,Deferred
768,Add sessionid to log data table ,Release 1.5,,,Deferred
663,Display error message when trying to upload same file in multipel tabs of same browser,Release 1.5,,,Deferred
640,Real time upload/download performance feedback,Suggested features,,,New
615,"Accept and use ""free form text"" in email addresses",Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,New
683,possible performance improvement in www/fs_upload.php,Release 1.5,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,Deferred
767,Investigate using selenium -htmlSuite with Google Chrome,Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
766,"Security audit 2.7.6: prevent shoot-in-foot, harden more by also sanitising output not user-generated",Release 1.5,,,Deferred
765,remove logtime from database scripts,Release 1.5,,,Deferred
764,Security audit: 2.7.2: Change sanitizeFilename to filter out all bad characters,Release 1.5,,,Deferred
761,Security audit 2.11.5: Set the httponly flag on the session cookie using session_set_cookie_params().,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
760,Security audit 2.11.2: Use the session_regenerate_id function when the user logs in to prevent session fixation.,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
699,My FIles listing out of order when adding multiple recipients,Release 1.5,,,Deferred
752,Add support for new FileLink feature in Thunderbird 13,Suggested features,,,New
623,Handling single quotes in (new) language files,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
670,/index.php?s=complete and completev pages don't check for AuthN/voucher,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
723,add sort options to MyFiles table,Suggested features,,,New
718,Facilitate feedback-points in warnings/errors,Suggested features,,,New
688,"Select Selenium Remote Control ""driver"" to export scripts from Selenium-IDE",Release 2.0 client-side testing plan,Wendy Mason,aNSALiyQSr3482eJe5cbCb,New
280,optimizing config.php for distribution,Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Accepted
312,Make RPM's relocatable,Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
671,Possible performance improvement: use persistent HTTP1.1 for file upload,Suggested features,,,New
668,one-click simplest upload,Suggested features,,,New
469,Double download with Android,Release 1.5,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,Deferred
585,"Use of the ""back"" browser button gives SimpleSAMLphp error",Release 1.5,,,Deferred
634,Daylight savings time issue with server side based maximum expiry date,Release 1.5,,,Deferred
472,inefficient ipv4 and ipv6 data types in database,Suggested features,,,New
252,Database updates,Suggested features,,,New
659,"Expand ""this voucher has been used/cancelled"" error report",Suggested features,,,New
656,"Email receipts: think of clever solution for ""send file to group on mailinglist"" problem",Suggested features,,,New
652,Improve user-feedback on use of pause/resume,Suggested features,,,New
647,provide opt-in mechanism to notify of imminent file expiry,Suggested features,,,New
643,"Get rid of ""this email might be phishing"" when sending to gmail accounts",Suggested features,,,New
590,Upload should not require file extension,Suggested features,,,New
205,Enable deselect of selected values in file and voucher tables,Suggested features,,,New
642,"Enable ""apply action to multiple files"" in MyFiles and Vouchers tables",Suggested features,,,New
355,UI: Configurable <title>,Suggested features,,,New
122,allow to send emails S/MIME signed [L],Suggested features,,,New
139,Multi-language email templates [L],Suggested features,,,New
283,Implement pause/resume for downloads,Suggested features,,,New
297,Terms of Service / AUP link: legal requirements,Suggested features,,,New
117,Allow voucher to be used multiple times,Suggested features,,,New
46,multiple storage backend locations [xl],Suggested features,,,New
636,Develop API to allow non-web access to FileSender functionality,Suggested features,,,New
627,Improve download usability: direct download link + correct mime-type?,Suggested features,,,New
596,"Rethink ""clear on cancel"" in the Upload UI",Suggested features,,,New
592,Addressbook search/integration,Suggested features,,,New
580,Post-1.5: have numerical progress under progress bar,Suggested features,,,New
350,CRC/Checksum to ensure file integrity,Suggested features,,,New
287,Javascript/HTML5 upload chunk size to suit progress bar,Suggested features,,,Accepted
419,"Allow for a ""don't make file available until"" date when uploading",Suggested features,,,New
399,"Multiple User Interface views, guided use vs. normal use",Suggested features,,,New
398,Enable expiry time extension,Suggested features,,,New
392,Allow uploader to disable download receipt email to file *recipient*,Suggested features,Jan Meijer,dPS9kyuyur3zYrab7jnrAJ,New
391,Logout warning about still existing 'IdP sessions',Suggested features,Xander Jansen,bkpnJ4jEWr37jceJe5afGb,New
354,Email address guessing and refusing bad addresses,Suggested features,,,New
351,integration with timestamping,Suggested features,,,New
156,Overhaul log mechanism,Suggested features,,,New
144,Make the IdP attribute mapping configurable when using multiple IdPs,Suggested features,,,New
100,parallelise upload / download,Suggested features,,,New
92,interface: upload speed indicator (Mbps),Suggested features,,,New
204,look at column widths and order in MyFiles tab,Suggested features,,,New
